DATEAPRECV,DCSTAT,KEYVAL,OBJECTID,PROPOSAL,REFVAL,PROPNO,CREATEDBY,MODIFIEDBY,DATE_CREATED,DATE_MODIFIED,STATUS,TRANSACTION_TYPE,SYMBOL,MAP_AREA,X,Y,DECSN,OFFCODE,DCAPPTYP,DCAREATM,DATEAPVAL,MAP_X,MAP_Y,LATITUDE,LONGITUDE,SE_ANNO_CAD_DATA,DCPREAPP
2025/04/10 00:00:00+00,NOB,SUK7LTSJ0GB00,12650953,Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- 2no. 9m wooden poles,25/00765/TCNOT,HPY0V1SJ10011,lharrisonDC2,lharrisonDC2,2025/04/11 15:16:12+00,2025/04/11 15:16:12+00,1,NONE,1,8.10299747,457045,455936,NOB,LWARSA,TCNOT,WEST,2025/04/10 00:00:00+00,457045.46338283,455936.14473266,53.9963204813719,-1.1313169020838,,F
2025/02/18 00:00:00+00,REF,SRW1ZESJLLX00,12650956,Erection of building to be used as flexible space for education purposes (Use Class F1) for a temporary period of five years,25/00312/FUL,00160USJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/20 11:50:56+00,2025/02/20 11:50:56+00,1,NONE,1,610.90555035,459600,450992,REF,SP,FUL,WEST,2025/02/19 00:00:00+00,459600,450992,53.9516017942793,-1.09332009506048,,F
2025/02/18 00:00:00+00,HAPP,SRW1ZRSJLLZ00,12650957,"Single storey front, rear and side extensions after removal of conservatory and garage",25/00313/FUL,0018GVSJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/20 12:15:35+00,2025/02/20 12:15:35+00,1,NONE,1,491.30795749,458931,447493,HAPP,SFRANC,FUL,WEST,2025/03/06 00:00:00+00,458931,447493,53.9202339876527,-1.104186354905,,F
2025/02/18 00:00:00+00,REF,SRW205SJLM300,12650958,Certificate of lawfulness for use as House in Multiple Occupation (use class C4) with 4 occupants.,25/00315/CLU,000UFKSJBU000,jbarnettDCDC,jbarnettDCDC,2025/02/20 13:02:19+00,2025/02/20 13:02:19+00,1,NONE,1,55.65127771,459982,451722,REF,TSCARS,CLU,WEST,2025/03/04 00:00:00+00,459982,451722,53.9581179427266,-1.08735688930866,,F
2025/02/19 00:00:00+00,INV,SRXO9ASJLMN00,12650959,Retention of portakabin used as community cafe,25/00322/FUL,P1ZM61SJ05Y00,jbarnettDCDC,jbarnettDCDC,2025/02/20 14:42:13+00,2025/02/20 14:42:13+00,1,NONE,1,84.16355464,462036,451510,,ADOWNE,FUL,EAST,,462036,451510,53.9559710399611,-1.05610137640463,,F
2025/02/24 00:00:00+00,NOC,SS6SIDSJ0GB00,12650960,Lateral prune 1no. Oak tree to formalise and contain growth- Reduce back from neighbouring property to leave approximately 2 metres clearance  - protected by Tree Preservation Order no. 7/1991,25/00359/TPO,001OGMSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/24 12:18:54+00,2025/02/24 12:18:54+00,1,NONE,1,340.38184898,458694,447642,NOC,MSTUBB,TPO,GREEN,2025/02/24 00:00:00+00,458694,447642,53.9215998558028,-1.10776595678729,,F
2025/02/24 00:00:00+00,HAPP,SS6XL9SJLOQ00,12650961,"Single storey side and rear extensions, front porch extension, construction of pitched roofs on existing flat roofs, repositioning of chimneys and alterations to fenestration including new openings and grey windows/doors throughout",25/00360/FUL,001AXTSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/24 15:20:06+00,2025/02/24 15:20:06+00,1,NONE,1,1419.99120382,461546,458290,HAPP,CWRIGH,FUL,WEST,2025/02/25 00:00:00+00,461546,458290,54.0169577072232,-1.06220006728392,,F
2025/02/24 00:00:00+00,NOB,SS72EYSJ0GB00,12650962,"Crown reduce 1no. Cherry tree by 30%- Crown reduce 1no. Mountain Ash, 1no. Maple and 1no. Birch tree back to previous cut points - tree works in a Conservation Area",25/00362/TCA,001KCDSJBU000,lharrisonDCDC,lharrisonDCDC,2025/02/24 15:48:40+00,2025/02/24 15:48:40+00,1,NONE,1,982.04048348,468056,444884,NOB,MSTUBB,TCA,GREEN,2025/02/24 00:00:00+00,468056,444884,53.895672351694,-.965849034894241,,F
2025/05/06 00:00:00+00,PER,SVUKIQSJMPP00,12650963,"Installation of pvc-u windows and doors and grp composite doors to Nos. 13-31 (odds) Sturdee Grove, and Nos. 1-19 Mistral Court",25/00906/FUL,002AIUSJBU000,jbarnettDC2,jbarnettDC2,2025/05/07 09:38:54+00,2025/05/07 09:38:54+00,1,NONE,1,3739.12424904,461059,453498,PER,ADOWNE,FUL,EAST,2025/05/07 00:00:00+00,461059.24418181,453498.23854868,53.9739543646434,-1.07058697857574,,F
2025/05/06 00:00:00+00,NOC,SVVXE1SJ0GB00,12650964,Up to 3m lateral branch reduction of 3no. Oak trees protected by Tree Preservation Order 10,25/00912/TPO,0005ZESJBU000,lharrisonDC2,lharrisonDC2,2025/05/07 09:41:17+00,2025/05/07 09:41:17+00,1,NONE,1,483.49065,457277,449488,NOC,MSTUBB,TPO,GREEN,2025/05/06 00:00:00+00,457276.70931053,449487.97295516,53.9383474225289,-1.12899868258811,,F
2025/05/06 00:00:00+00,PER,SVUKJGSJMPS00,12650965,Erection of 1no. dwelling,25/00907/FUL,000U48SJBU000,lharrisonDC2,lharrisonDC2,2025/05/07 09:53:41+00,2025/05/07 09:53:41+00,1,NONE,1,141.70868347,458273,452062,PER,SP,FUL,WEST,2025/05/29 00:00:00+00,458273.30837247,452062.12988229,53.9613694751692,-1.11332917081109,,F
2025/05/07 00:00:00+00,HAPP,SVVQ6OSJMQ600,12650966,Single storey side and rear extension,25/00911/FUL,000833SJBU000,lharrisonDC2,lharrisonDC2,2025/05/07 10:06:58+00,2025/05/07 10:06:58+00,1,NONE,1,370.72625,457961,450907,HAPP,LWARSA,FUL,WEST,2025/05/22 00:00:00+00,457961.22529361,450906.58137496,53.9510199568643,-1.11830415115382,,F
2025/04/07 00:00:00+00,WDN,SUCV7QSJMCQ00,12650978,"Single storey side and rear extensions, render and cladding to front, roof lights to front and rear and solar panels to rear and side",25/00724/FUL,001YM3SJBU000,jbarnettDC2,jbarnettDC2,2025/04/08 10:02:47+00,2025/04/08 10:02:47+00,1,NONE,1,588.6479,452054,453277,WDN,CWRIGH,FUL,WEST,2025/04/15 00:00:00+00,452054.49028818,453276.61244066,53.9729456526834,-1.20789436826792,,F
2025/04/07 00:00:00+00,HREF,SUCV86SJMCT00,12650979,Erection of detached annexe to rear following demolition of garage,25/00725/FUL,001L5RSJBU000,jbarnettDC2,jbarnettDC2,2025/04/08 10:16:37+00,2025/04/08 10:16:37+00,1,NONE,1,283.964929,461960,452199,HREF,AGALLI,FUL,EAST,2025/04/08 00:00:00+00,461960.00787437,452199.32676111,53.9621747606725,-1.05711953550866,,F
2025/04/07 00:00:00+00,PER,SUCV8JSJMCV00,12650980,External works to replace roof to garage,25/00726/LBC,001U74SJBU000,jbarnettDC2,jbarnettDC2,2025/04/08 10:31:06+00,2025/04/08 10:31:06+00,1,NONE,1,260.01825,460657,450802,PER,LWARSA,LBC,EAST,2025/04/22 00:00:00+00,460656.60143456,450802.34930032,53.9497749474223,-1.07725980639661,,F
2025/04/08 00:00:00+00,REF,SUE0SKSJMD000,12650981,Non-material amendment to permitted application 24/00428/FUL to insert a ground floor window in the side elevation of the approved two storey extension,25/00727/NONMAT,000WYHSJBU000,jbarnettDC2,jbarnettDC2,2025/04/08 10:50:44+00,2025/04/08 10:50:44+00,1,NONE,1,365.29375,458423,454158,REF,SFRANC,NONMAT,WEST,2025/04/08 00:00:00+00,458422.89498277,454157.78175449,53.9801854456601,-1.11064877746985,,F
2025/04/08 00:00:00+00,NOB,SUECF8SJ0FL00,12650982,Fell 1no. Willow tree in a Conservation Area,25/00728/TCA,000927SJBU000,jbarnettDC2,jbarnettDC2,2025/04/08 11:27:28+00,2025/04/08 11:27:28+00,1,NONE,1,120.294581,459844,451220,NOB,MSTUBB,TCA,GREEN,2025/04/08 00:00:00+00,459843.61798437,451220.27702874,53.9536251632936,-1.08956375651877,,F
2025/04/08 00:00:00+00,PER,SUEKEXSJ0FL00,12650983,Installation of artwork panel to exterior of building,25/00732/LBC,000UHSSJBU000,jbarnettDC2,jbarnettDC2,2025/04/08 14:15:58+00,2025/04/08 14:15:58+00,1,NONE,1,155.457878,460376,451998,PER,ORICHA,LBC,EAST,2025/04/09 00:00:00+00,460375.90560664,451997.87250504,53.9605513536833,-1.08130008931188,,F
2025/04/08 00:00:00+00,PER,SUEL64SJ0FL00,12650984,Installation of artwork panel to exterior of building,25/00733/LBC,000TUXSJBU000,jbarnettDC2,jbarnettDC2,2025/04/08 14:32:47+00,2025/04/08 14:32:47+00,1,NONE,1,507.47386562,460349,451749,PER,ORICHA,LBC,EAST,2025/04/09 00:00:00+00,460348.50444741,451749.22313937,53.9583200432719,-1.08176674311119,,F
2025/04/08 00:00:00+00,NOB,SUEQYISJ0GB00,12650985,Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment-  1no. 9m pole adjacent 1 Lidgett Grove,25/00735/TCNOT,HPY0UGSJ10140,lharrisonDC2,lharrisonDC2,2025/04/08 16:28:53+00,2025/04/08 16:28:53+00,1,NONE,1,1.53806896,457083,452664,NOB,CWRIGH,TCNOT,WEST,2025/04/08 00:00:00+00,457083.40625,452663.8359375,53.9669092235154,-1.13135006921011,,F
2025/04/10 00:00:00+00,NOB,SUJO5XSJ0GY00,12650986,Reduce the height of Lawson Cypress Group to approximately 3 metres from ground level and lateral prune- Leylandii tree group - cut all over hanging vegetation back to the boundary fence line and reduce the height to approximately 3 metres- Reduce the canopy height of 1no. Lilac Tree by approximately 1 metre and lateral prune- Reduce all over hanging branch work to 1no. Ash Tree back to the boundary fence - tree works in a Conservation Area,25/00752/TCA,001V5KSJBU000,drobertsDC2,drobertsDC2,2025/04/11 08:41:50+00,2025/04/11 08:41:50+00,1,NONE,1,572.4514055,463276,460489,NOB,MSTUBB,TCA,GREEN,2025/04/10 00:00:00+00,463275.82190879,460489.1057842,54.0365108692519,-1.03534714770943,,F
2025/05/09 00:00:00+00,PER,SW04M4SJMSE00,12651000,"Reserved matters application for access, appearance, landscaping, layout and scale for the erection of 1no. detached dwelling (plot 3)",25/00944/REM,P5U03DSJ05Y00,jbarnettDC2,jbarnettDC2,2025/05/12 07:07:10+00,2025/05/12 07:07:10+00,1,NONE,1,369.67601255,458000,449074,PER,TSCARS,REM,WEST,2025/05/12 00:00:00+00,457999.59316371,449074.40658313,53.9345505139509,-1.11806687967773,,F
2025/05/09 00:00:00+00,HAPP,SW04KWSJMS800,12651001,"Single storey side and rear extension, dormers to both sides, alterations to doors and windows",25/00941/FUL,001T6QSJBU000,jbarnettDC2,jbarnettDC2,2025/05/12 07:56:03+00,2025/05/12 07:56:03+00,1,NONE,1,435.58655,462542,453088,HAPP,AGALLI,FUL,EAST,2025/05/12 00:00:00+00,462542.33030928,453088.19708555,53.9700926083086,-1.04806340416251,,F
2025/05/09 00:00:00+00,HAPP,SW04L7SJMSA00,12651002,Two storey side and single storey rear extension following removal of garage,25/00942/FUL,001SVISJBU000,jbarnettDC2,jbarnettDC2,2025/05/12 08:16:14+00,2025/05/12 08:16:14+00,1,NONE,1,349.78435,462436,452008,HAPP,KSTRET,FUL,EAST,2025/05/12 00:00:00+00,462435.66618237,452008.01424787,53.9603984470849,-1.0499099306867,,F
2025/05/12 00:00:00+00,PER,SW4ZIWSJMST00,12651003,"Change of use of existing car workshop (Class B2) to artists studio (Class E), increased roof height and installation of air source heat pump to roof",25/00946/FUL,001X18SJBU000,lharrisonDC2,lharrisonDC2,2025/05/12 09:33:07+00,2025/05/12 09:33:07+00,1,NONE,1,163.7985325,460240,451077,PER,CWRIGH,FUL,WEST,2025/05/19 00:00:00+00,460240.10091658,451077.12241661,53.9522927747108,-1.08355102282702,,F
2025/05/12 00:00:00+00,HAPP,SW5C5QSJ0GB00,12651004,Single storey front extension,25/00950/FUL,000M2PSJBU000,lharrisonDC2,lharrisonDC2,2025/05/12 11:51:57+00,2025/05/12 11:52:50+00,1,NONE,1,426.05150365,461864,455772,HAPP,AGALLI,FUL,EAST,2025/05/22 00:00:00+00,461863.57009365,455772.45384037,53.9942960769281,-1.05786514705446,,F
2025/05/09 00:00:00+00,REF,SW04LOSJMSC00,12651005,"3no. illuminated fascia signs and  2no. non-illuminated car club band signs, 1no. horizontal trolley sign and 5no. stall signs",25/00943/ADV,000DLLSJBU000,lharrisonDC2,lharrisonDC2,2025/05/12 12:27:11+00,2025/05/12 12:27:11+00,1,NONE,1,1410.18164767,459573,455047,REF,TSCARS,ADV,WEST,2025/05/12 00:00:00+00,459572.85061206,455047.01897885,53.9880456279018,-1.0929429351491,,F
2025/05/12 00:00:00+00,HAPP,SW4ZHRSJMSQ00,12651006,Removal of front canopy and window and replacement windows/doors throughout in timber,25/00945/FUL,001RGOSJBU000,lharrisonDC2,lharrisonDC2,2025/05/12 12:43:59+00,2025/05/12 12:43:59+00,1,NONE,1,371.5458621,455224,448397,HAPP,CWRIGH,FUL,WEST,2025/05/14 00:00:00+00,455223.59546457,448396.94132409,53.9287651737709,-1.16046649184329,,F
2025/05/12 00:00:00+00,HAPP,SW5G87SJMT800,12651007,Insertion of 1no. window to side elevation,25/00954/FUL,002C9VSJBU000,lharrisonDC2,lharrisonDC2,2025/05/12 15:18:37+00,2025/05/12 15:18:37+00,1,NONE,1,242.9315,462135,451297,HAPP,KSTRET,FUL,EAST,2025/05/27 00:00:00+00,462135.36069999,451297.05354508,53.9540454967013,-1.05463069300377,,F
2025/05/08 00:00:00+00,NOC,SVY9WDSJMRA00,12651008,Fell 5no. Dead trees - protected by Tree Preservation Order TPO 23,25/00926/TPO,0022QBSJBU000,jbarnettDC2,jbarnettDC2,2025/05/13 08:35:42+00,2025/05/13 08:35:42+00,1,NONE,1,5981.01914995,457254,452885,NOC,MSTUBB,TPO,GREEN,2025/05/08 00:00:00+00,457253.96808448,452884.73029965,53.9688755098934,-1.12870908558067,,F
2025/05/09 00:00:00+00,PER,SW04KASJMS300,12651009,"Change of use of 14no. residential flats (use class C3) to short term residential letting accommodation (Sui Generis)",25/00939/FUL,000BKASJBU000,lharrisonDC2,lharrisonDC2,2025/05/13 09:10:13+00,2025/05/13 09:10:13+00,1,NONE,1,550.21367686,459663,451400,PER,SJ,FUL,WEST,2025/05/12 00:00:00+00,459663.37735661,451400.21207699,53.9552629404689,-1.09227485250677,,F
2025/05/09 00:00:00+00,PDE,SW04KKSJMS500,12651010,"Proposed internal works to basement and external works to building frontage in association with approved application 23/00140/LBC (conversion of building to residential, restoration of chimney stack reinstatement of gates to carriageway dormer window and construction of detached 3no storey building to rear) and Listed Building consent 25/00600/LBC(External works including re-configuration of stone portico and entrance gates along the front elevation and provision of a stone frieze mould across the heads of the ground floor windows (part-retrospective)",25/00940/LBC,000BKASJBU000,lharrisonDC2,lharrisonDC2,2025/05/13 09:22:45+00,2025/05/13 09:22:45+00,1,NONE,1,553.23995,459663,451400,,SJ,LBC,WEST,2025/05/12 00:00:00+00,459663.40947625,451400.22320146,53.9552630367432,-1.09227436093101,,F
2025/04/10 00:00:00+00,HAPP,SUIF8JSJMEO00,12651023,Erection of detached garage - retrospective,25/00749/FUL,0011W0SJBU000,lharrisonDC2,lharrisonDC2,2025/04/11 09:00:10+00,2025/04/11 09:00:10+00,1,NONE,1,3619.67625112,469380,451354,HAPP,CWRIGH,FUL,EAST,2025/04/11 00:00:00+00,469379.96401012,451354.16849051,53.9536396728262,-.944239572816788,,F
2025/04/11 00:00:00+00,PER,SUJKVKSJMEX00,12651024,"Internal alterations including new furniture, fixtures and fittings",25/00751/LBC,000MI8SJBU000,jbarnettDC2,jbarnettDC2,2025/04/11 09:03:40+00,2025/04/25 10:04:40+00,1,NONE,1,278.81218748,459645,451734,PER,SP,LBC,WEST,2025/05/08 00:00:00+00,459645.40678861,451734.4220923,53.9582684161422,-1.09248346440136,,F
2025/04/10 00:00:00+00,HAPP,SUIF8BSJMEM00,12651025,"Single storey rear extension, dormer and rooflight to rear, and rooflight to front",25/00748/FUL,000001SJBU000,jbarnettDC2,jbarnettDC2,2025/04/11 10:05:46+00,2025/04/11 10:05:46+00,1,NONE,1,71.558,460003,450817,HAPP,CWRIGH,FUL,WEST,2025/05/13 00:00:00+00,460003.49542018,450817.20785524,53.9499844690828,-1.08720690097794,,F
2025/04/10 00:00:00+00,INVNOD,SUIF8QSJMEQ00,12651026,Certificate of lawfulness for proposed development of single storey rear extension,25/00750/CPD,001OSNSJBU000,jbarnettDC2,jbarnettDC2,2025/04/11 10:21:45+00,2025/04/11 10:21:45+00,1,NONE,1,234.41905,461951,452724,INVNOD,,CPD,EAST,,461951.40956372,452723.57888937,53.9668869734479,-1.05714427419758,,F
2025/04/10 00:00:00+00,NOB,SUJU1NSJ0GY00,12651027,Reduce the height and spread of 1no. Pear Tree- Reduce the height and spread of 1no. Mountain Ash Tree- Remove the dead foliage and ivy from 1no. Trachycarpus Tree- Reduce the canopy height and spread of 1no. Cherry Plum Tree by approximately 1.5 metres - tree works in a Conservation Area,25/00753/TCA,000DF4SJBU000,drobertsDC2,drobertsDC2,2025/04/11 10:45:10+00,2025/04/11 10:45:10+00,1,NONE,1,170.82381249,459279,451203,NOB,MSTUBB,TCA,GREEN,2025/04/10 00:00:00+00,459279.20156364,451203.47174498,53.9535389858978,-1.0981666651591,,F
2025/04/11 00:00:00+00,NOB,SUK1IISJMF600,12651028,Erection of an agricultural building for livestock,25/00754/AGNOT,0004TDSJBU000,lharrisonDC2,lharrisonDC2,2025/04/11 13:57:51+00,2025/04/11 13:57:51+00,1,NONE,1,773.797838,452760,454523,NOB,EPOT,AGNOT,WEST,2025/04/11 00:00:00+00,452759.54773428,454523.32056319,53.9840782645078,-1.19693122302049,,F
2025/04/10 00:00:00+00,NOB,SUK4AGSJ0GB00,12651029,Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- 1no. 9m light wooden pole adjacent to 52A Brecksfields,25/00757/TCNOT,HPY0TXSJ10095,lharrisonDC2,lharrisonDC2,2025/04/11 14:06:14+00,2025/04/11 14:06:14+00,1,NONE,1,5.1018873,457086,456246,NOB,SFRANC,TCNOT,WEST,2025/04/10 00:00:00+00,457086.24023122,456245.71971791,53.9990980187431,-1.1306370247561,,F
2025/03/03 00:00:00+00,HREF,SSK4M3SJLT800,12651032,Single storey rear extension and dormer to rear,25/00429/FUL,000XZ6SJBU000,jbarnettDCDC,jbarnettDCDC,2025/03/04 08:56:26+00,2025/03/04 08:56:26+00,1,NONE,1,76.33598408,460650,450458,HREF,CWRIGH,FUL,EAST,2025/03/04 00:00:00+00,460650,450458,53.9466812030132,-1.07742865946573,,F
2025/03/03 00:00:00+00,HREF,SSK4NESJLTA00,12651033,Two storey rear extension,25/00430/FUL,0022O6SJBU000,jbarnettDCDC,jbarnettDCDC,2025/03/04 09:13:16+00,2025/03/04 09:13:16+00,1,NONE,1,398.57370232,458120,455166,HREF,CWRIGH,FUL,WEST,2025/03/04 00:00:00+00,458120,455166,53.989279978328,-1.11507476239563,,F
2025/02/25 00:00:00+00,REF,SS8BOWSJLPA00,12651034,Installation of multifunctional communication hub,25/00369/FUL,SSJT1TSJ0FV00,jbarnettDCDC,jbarnettDCDC,2025/03/04 09:39:02+00,2025/03/04 09:39:02+00,1,NONE,1,20.96326454,460355,451869,REF,ORICHA,FUL,EAST,2025/02/26 00:00:00+00,460355,451869,53.959395668623,-1.08164411379179,,F
2025/02/25 00:00:00+00,REF,SS8BOWSJLPB00,12651035,Display of 1no. LCD display screen on proposed communication hub,25/00370/ADV,SSJT1TSJ0FV00,jbarnettDCDC,jbarnettDCDC,2025/03/04 09:55:07+00,2025/03/04 09:55:07+00,1,NONE,1,20.96326454,460355,451869,REF,ORICHA,ADV,EAST,2025/02/26 00:00:00+00,460355,451869,53.959395668623,-1.08164411379179,,F
2025/02/25 00:00:00+00,REF,SS8BQMSJLPE00,12651036,Installation of multifunctional communication hub,25/00371/FUL,SSJRHVSJ0FV00,jbarnettDCDC,jbarnettDCDC,2025/03/04 10:07:41+00,2025/03/04 10:07:41+00,1,NONE,1,20.24083509,460315,451886,REF,ORICHA,FUL,EAST,2025/02/26 00:00:00+00,460315,451886,53.9595530964358,-1.08225029525386,,F
2025/02/25 00:00:00+00,REF,SS8BQMSJLPF00,12651037,Display of 1no. LCD display screen on proposed communication hub,25/00372/ADV,SSJRHVSJ0FV00,jbarnettDCDC,jbarnettDCDC,2025/03/04 10:17:41+00,2025/03/04 10:17:41+00,1,NONE,1,20.24083509,460315,451886,REF,ORICHA,ADV,EAST,2025/02/26 00:00:00+00,460315,451886,53.9595530964358,-1.08225029525386,,F
2025/02/25 00:00:00+00,REF,SS8BTYSJLPM00,12651038,Installation of multifunctional communication hub,25/00375/FUL,SSJPACSJ0FV00,jbarnettDCDC,jbarnettDCDC,2025/03/04 10:41:13+00,2025/03/04 10:41:13+00,1,NONE,1,18.52434982,460510,451702,REF,ORICHA,FUL,EAST,2025/02/26 00:00:00+00,460510,451702,53.9578768419704,-1.07931522199923,,F
2025/02/25 00:00:00+00,REF,SS8BTZSJLPN00,12651039,Display of 1no. LCD display screen on proposed communication hub,25/00376/ADV,SSJPACSJ0FV00,jbarnettDCDC,jbarnettDCDC,2025/03/04 10:53:28+00,2025/03/04 10:53:28+00,1,NONE,1,18.52434982,460510,451702,REF,ORICHA,ADV,EAST,2025/02/26 00:00:00+00,460510,451702,53.9578768419704,-1.07931522199923,,F
2025/03/03 00:00:00+00,NOB,SSJFN3SJLSV00,12651040,Fell 1no. Holly (T5) and 1no. Apple (T4) - trees in a Conservation Area (as amended 20.03.25),25/00422/TCA,000BBNSJBU000,jbarnettDCDC,jbarnettDCDC,2025/03/04 12:16:44+00,2025/03/04 12:16:44+00,1,NONE,1,836.0262024,459919,452352,NOB,MSTUBB,TCA,GREEN,2025/03/03 00:00:00+00,459919,452352,53.9637867690399,-1.08819337131784,,F
2025/03/03 00:00:00+00,NOB,SSJFQGSJLT100,12651041,Fell 1no. Pear- Crown reduce 2no. Pear trees by 20% and internally thin - tree works in a Conservation Area,25/00425/TCA,IISSRCSJ70000,jbarnettDCDC,jbarnettDCDC,2025/03/04 12:39:22+00,2025/03/04 12:39:22+00,1,NONE,1,127.17604514,459785,451188,NOB,MSTUBB,TCA,GREEN,2025/03/03 00:00:00+00,459785,451188,53.9533418661274,-1.09046319032244,,F
2025/03/04 00:00:00+00,PDE,SSLZA1SJLU000,12651042,"Two storey detached building to the side of the existing brewhouse to form new storage area (Use Class B8), brewery shop (Use Class E) and tap room (Sui Generis) with associated refuse store, boundary treatment and parking",25/00442/FUL,I4C4KWSJBU061,lharrisonDC2,lharrisonDC2,2025/03/05 09:54:20+00,2025/03/05 09:54:20+00,1,NONE,1,4323.89311,469154,448237,,SJ,FUL,EAST,2025/03/05 00:00:00+00,469154.42283293,448236.86104781,53.9256569862322,-.948380445976479,,F
2025/05/20 00:00:00+00,PER,SWKHVDSJMYF00,12651044,"Conversion of former toilet block and managers flat to form 2no. dwellings (use class C3), insertion of rooflights and removal of external staircase with associated external alterations",25/01020/FUL,HNRY1ESJ20000,lharrisonDC2,lharrisonDC2,2025/05/21 09:12:52+00,2025/05/21 09:12:52+00,1,NONE,1,321.7393616,459012,445633,PER,EMAT,FUL,WEST,2025/05/21 00:00:00+00,459012.05992109,445632.90816667,53.9035087249039,-1.1033103499804,,F
2025/05/21 00:00:00+00,NOC,SWMCISSJMZ400,12651045,Heavy crown reduction (re-pollard/monolith) 1no. Ash tree protected by Tree Preservation Order 31,25/01027/TPO,001FX7SJBU000,jbarnettDC2,jbarnettDC2,2025/05/27 07:27:18+00,2025/05/27 07:27:18+00,1,NONE,1,846.75727254,458917,451211,NOC,MSTUBB,TPO,GREEN,2025/05/21 00:00:00+00,458916.71188673,451211.00841524,53.9536480362606,-1.10368823334866,,F
2025/05/27 00:00:00+00,HAPP,SWUWV8SJN0P00,12651046,Two storey rear and single storey side extensions,25/01046/FUL,0011JZSJBU000,jbarnettDC2,jbarnettDC2,2025/05/27 08:20:29+00,2025/05/27 08:20:29+00,1,NONE,1,363.1999,462612,460140,HAPP,PE,FUL,EAST,2025/06/19 00:00:00+00,462611.74442027,460140.20033439,54.0334563626053,-1.04555703694091,,F
2025/05/27 00:00:00+00,HREF,SWUWURSJN0L00,12651047,"Raising of roof height, side dormer and hip-to-gable rear extension with 1no. window to second floor side elevation",25/01045/FUL,001JVSSJBU000,lharrisonDC2,lharrisonDC2,2025/05/27 08:45:57+00,2025/05/27 08:45:57+00,1,NONE,1,264.6,457982,452232,HREF,CWRIGH,FUL,WEST,2025/06/02 00:00:00+00,457982.07059525,452231.70656346,53.9629260622496,-1.11773525018145,,F
2025/05/27 00:00:00+00,PER,SWUWTXSJN0I00,12651048,External works to include the replacement of cement render to gable wall,25/01044/LBC,001AMDSJBU000,lharrisonDC2,lharrisonDC2,2025/05/27 08:55:10+00,2025/05/27 08:55:10+00,1,NONE,1,1286.65403434,455521,454027,PER,TSCARS,LBC,WEST,2025/05/28 00:00:00+00,455520.97961061,454026.80632597,53.9793275943392,-1.15491593590701,,F
2025/05/09 00:00:00+00,PER,SVZW9MSJMRV00,12651049,"Internal and external works including removal and construction of stud partitions, replacement doors, redecoration and replacement floor coverings and new WCs and teapoints, accessible toilet and construction of ramp to the ground floor-  french drain to the West Elevation and drainage connections.",25/00936/LBC,0014GWSJBU000,jbarnettDC2,jbarnettDC2,2025/05/27 09:04:21+00,2025/05/27 09:04:21+00,1,NONE,1,6477.35703938,462660,450405,PER,LCRIPP,LBC,EAST,2025/05/29 00:00:00+00,462659.93304384,450404.50635892,53.9459614944134,-1.04682102901561,,F
2025/05/27 00:00:00+00,NOB,SWX9YTSJ0FL00,12651050,Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- 1no. 9m pole opposite 152 Shipton Road,25/01047/TCNOT,HPY0UVSJ10152,jbarnettDC2,jbarnettDC2,2025/05/27 13:56:25+00,2025/05/27 13:56:25+00,1,NONE,1,257.84450121,458112,454225,NOB,JKENYO,TCNOT,WEST,2025/05/27 00:00:00+00,458112.36380617,454225.4094032,53.9808281227707,-1.11537030090772,,F
2025/05/28 00:00:00+00,HAPP,SX0T92SJ0GB00,12651051,Conversion of garage to habitable space with associated external alterations,25/01068/FUL,000EF6SJBU000,lharrisonDC2,lharrisonDC2,2025/05/29 11:35:15+00,2025/05/29 11:35:15+00,1,NONE,1,222.55658,459040,452280,HAPP,CWRIGH,FUL,WEST,2025/06/03 00:00:00+00,459039.74470666,452279.53538894,53.9632364731215,-1.10160728729183,,F
2025/05/29 00:00:00+00,NOB,SX0P5YSJN2600,12651052,Remedial pruning of 6no. trees to clear garage and driveway - trees in a conservation area,25/01064/TCA,001RLMSJBU000,lharrisonDC2,lharrisonDC2,2025/05/29 13:16:43+00,2025/05/29 13:16:43+00,1,NONE,1,117.79357437,455212,448498,NOB,MSTUBB,TCA,GREEN,2025/05/29 00:00:00+00,455211.58549275,448498.4905248,53.9296790531932,-1.16063106821845,,F
2025/05/28 00:00:00+00,AR,SWYUI1SJN1E00,12651053,"Display of 1no. externally illuminated hanging sign, 1no. externally illuminated timber nameboard, 1no. non-illuminated fascia sign,  2no. non-illuminated amenity signs, 2no. poster frame signs and 2no. free standing A board signs",25/01051/ADV,000BN2SJBU000,lharrisonDC2,lharrisonDC2,2025/05/29 14:14:44+00,2025/05/29 14:14:44+00,1,NONE,1,918.4793418,459692,451435,AR,SP,ADV,WEST,2025/05/29 00:00:00+00,459692.40102167,451435.25358804,53.9555745028821,-1.09182577935284,,F
